,Month,Rating,Type,Device Type,Country,Subscribers,Total Revenue
10050,Nov,4,Tv Show,Smart Tv,USA,71856290,239019547.26313293
10051,Jan,4,Tv Show,Mobile,Brazil,71253153,232424006.04564622
10052,Jun,5,Tv Show,Mobile,Australia,71243169,239266680.95150784
10053,Oct,5,Movie,Mobile,Canada,74917490,224502495.7253648
10054,Mar,1,Tv Show,Smart Tv,Canada,74859346,236084751.34103215
10055,Jan,1,Movie,Smart Tv,South Korea,79866352,229576968.94112453
10056,Apr,2,Movie,Tablet,UK,73505651,239603903.95294774
10057,Feb,3,Movie,Mobile,France,75534626,231031217.89865574
10058,May,4,Series,Smart Tv,Brazil,71142225,225177004.6007244
10059,May,2,Movie,Tablet,Brazil,78089436,223614622.10937893
10060,Jan,5,Series,Mobile,Brazil,78999148,235341123.48588353
10061,Aug,5,Movie,Tablet,Japan,72511178,220741411.0613469
10062,Aug,5,Series,Mobile,Canada,73913909,223331918.827285
10063,May,2,Movie,Mobile,France,71109126,230683733.6141329
10064,Jun,1,Series,Smart Tv,India,71721749,223131766.40414608
10065,Mar,4,Movie,Smart Tv,UK,77880170,220243147.00191346
10066,Dec,3,Series,Smart Tv,USA,79196930,224068997.9963727
10067,Feb,1,Series,Mobile,India,78719656,227648624.07225618
10068,Sep,3,Tv Show,Smart Tv,France,72561452,222712229.06795466
10069,Apr,5,Tv Show,Mobile,South Korea,70892776,227193387.6472139
10070,Aug,1,Series,Mobile,India,70909343,229923898.2771206
10071,May,2,Series,Tablet,India,73752066,225650996.79478985
10072,Feb,4,Tv Show,Smart Tv,Germany,72336672,236653040.01450416
10073,Apr,1,Tv Show,Tablet,France,77610130,225381594.78202093
10074,Jan,2,Movie,Smart Tv,France,78667606,239009173.5278347
10075,Feb,3,Movie,Tablet,UK,76761633,239807815.35279906
10076,Dec,3,Series,Tablet,South Korea,70098633,222426265.52528223
10077,Apr,3,Series,Mobile,India,73692521,225610157.6333246
10078,Aug,5,Movie,Tablet,France,78660196,239371276.85150486
10079,Jun,1,Series,Smart Tv,Germany,70196529,234802706.04992336
10080,Aug,3,Tv Show,Tablet,Brazil,71606367,224903577.25730836
10081,Sep,5,Movie,Tablet,South Korea,75070519,227180624.19332394
10082,Oct,3,Movie,Tablet,Japan,71835504,232576479.62676656
10083,Feb,2,Movie,Tablet,Australia,79059552,220293969.43745896
10084,Dec,4,Series,Smart Tv,France,70671093,236674151.91442537
10085,Apr,2,Movie,Tablet,Australia,71930575,236411704.6904316
10086,Apr,3,Tv Show,Mobile,Brazil,75752066,226143401.42383468
10087,Dec,2,Movie,Tablet,Brazil,78905437,224214246.0049871
10088,Dec,2,Movie,Smart Tv,Australia,72089948,232719503.3254814
10089,Nov,2,Movie,Smart Tv,India,77891627,221319272.19415167
10090,Dec,5,Tv Show,Tablet,Australia,74300366,232468774.87453833
10091,Oct,1,Movie,Tablet,USA,77009105,237643059.5046855
10092,Jul,3,Series,Mobile,Germany,75790651,223015930.73753247
10093,Jan,4,Movie,Mobile,Brazil,75046720,220678419.33469382
10094,Apr,2,Movie,Smart Tv,Germany,79180355,223109680.51103145
10095,Sep,1,Tv Show,Smart Tv,UK,71341951,222873532.20073822
10096,Jun,3,Movie,Tablet,Germany,72910306,230530986.31787655
10097,Jul,2,Series,Mobile,France,77993132,230443076.88881248
10098,May,1,Series,Smart Tv,Canada,71983023,229838596.138555
10099,Feb,3,Series,Tablet,South Korea,77629875,227078050.26057625
10100,Jul,1,Series,Tablet,Japan,73703108,223251250.70148027
10101,Apr,2,Movie,Smart Tv,Germany,70199682,221458089.48745057
10102,Sep,1,Tv Show,Tablet,Canada,75739892,231801150.08020326
10103,Mar,3,Tv Show,Mobile,India,75907463,238290413.4680662
10104,Mar,3,Series,Smart Tv,Brazil,73782544,237258083.69744322
10105,Dec,1,Series,Tablet,India,74997527,225184927.68970102
10106,Aug,3,Series,Tablet,Australia,76977735,223171766.8868856
10107,Feb,1,Movie,Tablet,South Korea,75732716,220739154.5051316
10108,Aug,3,Series,Smart Tv,Germany,77656396,226821700.573387
10109,Jun,3,Series,Smart Tv,USA,73386308,228992613.30562282
10110,Feb,1,Series,Tablet,Germany,75689057,223216019.6329477
10111,Jul,2,Series,Smart Tv,Brazil,75863061,225972097.79826134
10112,Dec,2,Series,Smart Tv,Germany,73500580,231718587.6384566
10113,Oct,4,Tv Show,Smart Tv,India,71433863,239507619.6676681
10114,Feb,5,Movie,Mobile,UK,77892257,228277429.35562596
10115,Nov,5,Movie,Mobile,Brazil,77845632,220232245.94686866
10116,Jan,1,Series,Mobile,Japan,77064155,222305128.26288804
10117,Aug,1,Series,Smart Tv,Canada,71919267,229229975.93880308
10118,Oct,1,Series,Tablet,Germany,70732808,234915080.54717594
10119,Apr,4,Series,Smart Tv,Australia,71684523,235391068.7261474
10120,Dec,2,Movie,Tablet,UK,74865026,234442707.45786798
10121,Jul,4,Series,Tablet,Australia,76057235,236620267.76850525
10122,May,2,Movie,Smart Tv,South Korea,71231074,232930298.0815721
10123,Jan,5,Series,Smart Tv,Germany,77158038,239756677.8683257
10124,Sep,5,Movie,Tablet,UK,75757045,238684292.632694
10125,Feb,4,Series,Tablet,Japan,79737323,222597235.94058847
10126,Feb,3,Series,Smart Tv,Brazil,79591197,238990595.0300824
10127,Mar,5,Tv Show,Tablet,South Korea,77148715,239361942.76593792
10128,May,4,Tv Show,Tablet,Brazil,72032906,220161091.09108332
10129,Mar,4,Series,Tablet,USA,73535801,236248643.32822093
10130,Jan,5,Tv Show,Tablet,India,71945437,224311706.27246773
10131,Mar,3,Movie,Tablet,USA,70757530,224406465.69472036
10132,Aug,3,Series,Smart Tv,South Korea,79690877,238383851.09967074
10133,Jun,4,Series,Tablet,Canada,72755202,232702336.77752185
10134,Nov,5,Tv Show,Smart Tv,Germany,79967646,225185599.13995522
10135,Nov,2,Movie,Smart Tv,Germany,79522681,229668412.27323243
10136,Jul,4,Series,Mobile,Japan,70115585,236471286.71466705
10137,Apr,5,Tv Show,Smart Tv,France,78602702,239852863.7350397
10138,Aug,1,Tv Show,Smart Tv,USA,78059194,229695556.07348338
10139,Aug,2,Tv Show,Tablet,Japan,72474476,238059843.80469805
10140,Nov,2,Movie,Mobile,India,72673043,226140569.3644233
10141,Jun,2,Tv Show,Smart Tv,UK,75215640,238884205.29232025
10142,Jun,1,Movie,Mobile,India,79620355,220614168.04932112
10143,Jun,3,Movie,Mobile,USA,73385173,232552072.45362264
10144,Apr,2,Movie,Tablet,USA,70379918,222643658.91746238
10145,Sep,5,Movie,Smart Tv,Japan,70467150,231898773.89647147
10146,May,4,Tv Show,Mobile,South Korea,75560225,227017488.60359004
10147,Jul,4,Series,Smart Tv,Australia,76743913,223371864.50338984
10148,Jun,5,Movie,Smart Tv,South Korea,73501081,227032425.8755903
10149,May,1,Movie,Tablet,France,78345932,222574167.4732759
10150,Sep,2,Series,Mobile,Australia,70972708,224247736.9381192
10151,Jan,1,Movie,Mobile,India,73627188,228213136.9749377
10152,Apr,1,Movie,Mobile,Germany,74348036,234165806.23414192
10153,Sep,1,Series,Tablet,Brazil,71496930,229225872.86502573
10154,Feb,5,Series,Smart Tv,UK,73058313,235071548.69810972
10155,Aug,1,Movie,Smart Tv,USA,71737521,235879203.21457893
10156,Nov,5,Movie,Smart Tv,Canada,78152878,221497046.39287272
10157,Feb,1,Series,Mobile,Japan,70115176,234341354.82921356
10158,Mar,3,Tv Show,Smart Tv,India,71970067,238835424.63775066
10159,Jun,1,Movie,Tablet,Canada,72474383,234733539.01442572
10160,Dec,3,Tv Show,Mobile,France,72098879,227435770.79484332
10161,Jun,5,Tv Show,Tablet,Brazil,74992506,239813055.9522253
10162,Aug,2,Series,Smart Tv,South Korea,77764427,237003225.59726566
10163,Jan,2,Movie,Tablet,UK,72414853,237806272.71254382
10164,Aug,5,Series,Mobile,France,75205885,226724076.92274296
10165,Jul,4,Movie,Tablet,USA,74765446,238854429.69548744
10166,Mar,2,Series,Mobile,Canada,76283028,235283967.91053304
10167,Jan,5,Movie,Mobile,South Korea,77269872,230828935.2197949
10168,Oct,5,Series,Mobile,USA,74422058,229351411.38365537
10169,Feb,4,Tv Show,Smart Tv,UK,73795838,228784887.95425183
10170,Sep,5,Tv Show,Mobile,Japan,72054542,223634236.47305614
10171,Feb,2,Movie,Mobile,Brazil,75823170,231680377.44073057
10172,Mar,2,Movie,Smart Tv,UK,77575145,231963353.7409108
10173,Sep,4,Movie,Tablet,France,70837539,239869830.3483775
10174,Jan,2,Movie,Tablet,South Korea,70511405,221348339.83030182
10175,Aug,2,Movie,Smart Tv,Japan,70074203,231909393.73947284
10176,Jun,2,Series,Tablet,Australia,73568770,229219325.70131618
10177,Aug,3,Tv Show,Mobile,Canada,70462264,222092802.34898904
10178,Nov,3,Tv Show,Smart Tv,Germany,79064409,224215465.97725806
10179,Jul,5,Tv Show,Mobile,Germany,78459969,239866843.33767962
10180,Mar,1,Series,Tablet,Australia,70843620,220772397.6333036
10181,Nov,1,Tv Show,Tablet,Brazil,76846211,238154104.80649886
10182,Nov,3,Series,Smart Tv,Germany,77710899,238010681.37825537
10183,Mar,2,Series,Tablet,Canada,75811673,237636398.21280956
10184,Dec,4,Series,Smart Tv,Brazil,79173734,236635569.09484327
10185,May,4,Series,Tablet,Germany,74860238,228772762.69574
10186,Sep,3,Tv Show,Smart Tv,Australia,76782561,224719737.96539193
10187,Dec,4,Series,Smart Tv,USA,75626258,238838533.61371282
10188,Jul,2,Movie,Smart Tv,Canada,72350777,229439097.8054731
10189,Jul,2,Tv Show,Mobile,France,78893754,220593640.39874092
10190,Nov,4,Movie,Mobile,France,76446150,226565956.19640514
10191,Mar,5,Series,Tablet,Japan,73241662,228678571.88756716
10192,Oct,4,Series,Smart Tv,UK,72305027,230903581.53031155
10193,Nov,1,Movie,Mobile,Germany,78160804,224600558.02147704
10194,Oct,1,Movie,Tablet,UK,75368427,225208123.32554778
10195,May,4,Series,Mobile,France,74949269,230059452.6380264
10196,Jan,5,Tv Show,Smart Tv,France,79657733,232668988.55891877
10197,Oct,2,Movie,Mobile,Brazil,78610830,238983480.6080043
10198,Dec,5,Movie,Mobile,UK,73697563,237325430.2273011
10199,Apr,4,Series,Mobile,France,78093554,238299088.49066618
10200,Sep,2,Tv Show,Mobile,Canada,72179621,232716485.9117123
10201,Sep,5,Series,Smart Tv,UK,78957973,233343319.629112
10202,Oct,4,Series,Smart Tv,Brazil,74637262,226605002.89383286
10203,Jul,5,Tv Show,Mobile,South Korea,79786564,225780748.75702456
10204,Aug,3,Series,Tablet,South Korea,75373824,237745822.83067158
10205,Oct,2,Series,Smart Tv,USA,72705415,233922452.218612
10206,Apr,1,Series,Mobile,UK,78095526,235502940.1012182
10207,Feb,2,Series,Mobile,Japan,77428282,220155295.86678588
10208,Dec,2,Movie,Smart Tv,UK,70262468,233241346.70952326
10209,Feb,4,Movie,Tablet,Australia,74559630,227189601.00611773
10210,Aug,3,Tv Show,Tablet,Germany,76955799,235005111.3508682
10211,Apr,5,Tv Show,Mobile,Brazil,78927436,220280573.4830399
10212,Mar,3,Tv Show,Smart Tv,India,73052571,229872598.06849265
10213,Jan,2,Movie,Smart Tv,Brazil,77255690,230230133.16140896
10214,Mar,4,Tv Show,Tablet,USA,74521662,238309486.1907727
10215,Oct,5,Tv Show,Tablet,Canada,70967398,222257219.2786133
10216,Apr,4,Movie,Tablet,India,73186970,237032857.90899038
10217,Dec,1,Movie,Tablet,Germany,70524614,228377091.64364788
10218,Jun,2,Tv Show,Smart Tv,Germany,76971835,239367772.3544387
10219,Dec,5,Tv Show,Smart Tv,India,78070746,229008012.37475088
10220,Dec,5,Movie,Mobile,Germany,77781536,235960786.54379216
10221,Mar,2,Movie,Tablet,USA,77507424,232132101.86024553
10222,Mar,5,Tv Show,Tablet,UK,79605912,220703839.60851076
10223,Jan,1,Tv Show,Tablet,Germany,72153015,231292538.04741877
10224,Aug,5,Movie,Mobile,UK,78604875,236092148.21042895
10225,Dec,2,Series,Tablet,France,74256931,231038632.46129522
10226,Nov,1,Series,Tablet,Germany,75827434,222333832.13239527
10227,Jun,2,Tv Show,Smart Tv,UK,79738798,238132243.5079545
10228,Jul,4,Movie,Mobile,Japan,77442935,225649767.2196993
10229,Oct,4,Tv Show,Smart Tv,South Korea,73470973,220449614.21884823
10230,Apr,2,Series,Tablet,Canada,73613423,238613713.29594636
10231,Aug,4,Tv Show,Tablet,Australia,71392123,234928585.5893375
10232,Dec,3,Tv Show,Mobile,UK,74828419,236694698.5831077
10233,Jul,4,Tv Show,Tablet,Canada,76798161,229605283.49958757
10234,May,5,Movie,Mobile,UK,76025610,230828977.51719508
10235,Nov,4,Series,Tablet,India,74246309,237505006.4325906
10236,Apr,1,Series,Tablet,Germany,73499302,235037616.18178588
10237,Feb,4,Tv Show,Tablet,USA,77326176,226770582.13868895
10238,Apr,3,Tv Show,Smart Tv,Canada,75960158,237422372.33774856
10239,Oct,4,Series,Tablet,Japan,71486837,227982604.3062171
10240,Aug,4,Tv Show,Tablet,Germany,70896446,224805853.15086722
10241,Mar,4,Tv Show,Smart Tv,Germany,70608197,239434346.19331264
10242,Jan,2,Tv Show,Mobile,Australia,75473659,223856765.24323702
10243,Sep,3,Tv Show,Smart Tv,Japan,71917473,227695538.3910949
10244,Jun,5,Tv Show,Smart Tv,USA,78357516,228396099.15862685
10245,Oct,4,Movie,Smart Tv,India,76154033,223842220.08617386
10246,Jul,5,Movie,Tablet,Australia,76453142,224143679.79570737
10247,Dec,3,Series,Mobile,USA,75322547,228101703.42313296
10248,Oct,1,Series,Tablet,Canada,79224953,221603183.90117782
10249,Dec,3,Movie,Tablet,Germany,75347023,223283968.0540477
10250,Oct,5,Tv Show,Tablet,France,76884746,239150280.21241245
10251,Aug,3,Movie,Mobile,South Korea,75210460,231650484.07844785
10252,Jan,5,Series,Mobile,Japan,72633085,222892583.34559563
10253,Apr,5,Series,Mobile,India,79145127,222900450.82875964
10254,Jun,3,Tv Show,Smart Tv,UK,72117497,238587399.21630907
10255,Jul,2,Movie,Mobile,USA,77465707,231067095.46833163
10256,Jan,1,Tv Show,Mobile,South Korea,74574595,232314065.73913157
10257,Nov,5,Series,Mobile,UK,75211178,222610268.08567828
10258,Sep,3,Movie,Tablet,USA,73511481,233040213.58318138
10259,Jan,1,Series,Smart Tv,Japan,72832728,227227232.0832057
10260,Aug,4,Tv Show,Smart Tv,South Korea,72627712,234345121.91070387
10261,Nov,4,Series,Smart Tv,Germany,70507632,224551405.8919636
10262,May,4,Tv Show,Tablet,Brazil,74064932,227250836.71302438
10263,Nov,5,Series,Tablet,South Korea,76640656,238337551.97897032
10264,Jul,2,Series,Tablet,USA,75838502,221193513.98089078
10265,Apr,5,Movie,Mobile,Australia,79772238,233780052.828893
10266,Jul,5,Tv Show,Tablet,UK,75275410,220912128.9628056
10267,Dec,5,Tv Show,Mobile,Brazil,73689887,221405948.75730088
10268,Nov,2,Movie,Tablet,Brazil,76271120,220513764.57122457
10269,Jun,5,Series,Smart Tv,India,71410157,230569335.9021586
10270,Jun,3,Series,Mobile,India,76353309,236123639.06050822
10271,May,4,Tv Show,Mobile,Japan,71521550,238600731.00218752
10272,Aug,4,Tv Show,Mobile,Canada,70909318,234195604.09958932
10273,Feb,1,Movie,Tablet,South Korea,73119637,236296010.3480803
10274,Feb,5,Tv Show,Tablet,South Korea,79845749,236693649.6805262
10275,Mar,2,Movie,Mobile,Germany,70321650,238827719.30602208
10276,May,4,Series,Mobile,Japan,70259469,238382650.98233682
10277,Feb,1,Tv Show,Smart Tv,South Korea,74026138,235261266.54678822
10278,Nov,1,Tv Show,Tablet,USA,70403297,224953835.53940892
10279,May,2,Movie,Smart Tv,India,75196728,220600791.70863616
10280,Oct,4,Movie,Tablet,India,70531925,229622857.24527574
10281,Feb,2,Tv Show,Mobile,Canada,71103657,234930417.57143062
10282,Jul,3,Movie,Mobile,Australia,77062175,233968047.64090824
10283,Jun,5,Movie,Tablet,Australia,76463851,220751122.14221412
10284,Jan,1,Series,Tablet,Brazil,79019840,222632467.04703325
10285,Dec,4,Movie,Tablet,Japan,74668201,231019040.87226954
10286,Mar,3,Tv Show,Tablet,Brazil,74077821,220492039.27505887
10287,Jun,5,Movie,Mobile,Canada,74472527,231020102.8197463
10288,Sep,3,Movie,Smart Tv,Canada,70818071,239475913.39890227
10289,May,5,Movie,Mobile,South Korea,70967023,227791864.78376552
10290,Sep,4,Tv Show,Mobile,Australia,71147784,221705236.58204758
10291,Nov,2,Series,Smart Tv,Canada,75340465,236130102.45140463
10292,Jun,2,Series,Mobile,Germany,74839516,233495050.57755995
10293,Jun,1,Movie,Tablet,Germany,76533584,227528850.1248605
10294,Nov,2,Series,Mobile,USA,72405644,235361737.27222311
10295,Mar,3,Series,Tablet,Australia,78203845,227072515.33213648
10296,Feb,1,Movie,Mobile,Canada,75075453,229978867.48362997
10297,Jun,3,Tv Show,Mobile,France,71187936,235654421.94945812
10298,Aug,1,Series,Smart Tv,South Korea,70558303,225092838.99207273
10299,Dec,4,Series,Smart Tv,Germany,78765049,228434609.98260477
10300,Mar,3,Movie,Tablet,Brazil,77968678,236461940.39375684
10301,Dec,5,Tv Show,Mobile,South Korea,79141969,222971385.66203213
10302,Sep,2,Tv Show,Mobile,UK,74526121,226941013.62437317
10303,Sep,5,Tv Show,Mobile,Brazil,77191640,222616913.2287611
10304,Apr,5,Tv Show,Smart Tv,UK,71106414,225540869.1231433
10305,Feb,5,Movie,Mobile,India,70459419,220898062.18963954
10306,Feb,5,Tv Show,Smart Tv,Japan,79458716,229146581.81500694
10307,May,4,Tv Show,Tablet,France,73995691,239144200.05867225
10308,Sep,4,Series,Smart Tv,USA,79320066,238648980.19777527
10309,Mar,1,Series,Tablet,USA,72361026,228222445.7732066
10310,Oct,4,Tv Show,Smart Tv,South Korea,71716059,225950261.9077268
10311,Apr,2,Series,Smart Tv,Japan,75365572,221746010.4495012
10312,Jun,5,Tv Show,Mobile,USA,77022234,226669128.30057815
10313,Oct,3,Tv Show,Mobile,Japan,78103120,232222724.87192452
10314,Feb,4,Tv Show,Tablet,South Korea,72452565,229202314.34950644
10315,Nov,2,Tv Show,Smart Tv,France,73254821,228880369.06017622
10316,Oct,4,Series,Smart Tv,USA,73576312,236862373.7830312
10317,May,3,Movie,Mobile,India,72099883,229922679.95967117
10318,Sep,4,Tv Show,Tablet,Japan,79923858,222676432.75544178
10319,Jan,1,Series,Mobile,USA,75200247,232497877.10819712
10320,Jul,3,Movie,Smart Tv,Japan,71138680,235614394.82477224
10321,Apr,3,Series,Mobile,France,76765467,226486073.5168624
10322,Feb,1,Tv Show,Tablet,Australia,71784709,237108486.55126753
10323,Dec,5,Movie,Mobile,UK,78251370,235260757.64297968
10324,Oct,1,Tv Show,Mobile,UK,72348342,229787336.55565646
10325,May,1,Series,Tablet,France,70910195,224904270.7145781
10326,Jun,4,Series,Smart Tv,Brazil,79257882,223637770.7706476
10327,Mar,4,Movie,Smart Tv,Canada,76362582,232914764.25606018
10328,Mar,2,Movie,Smart Tv,Canada,75010269,227997922.55316722
10329,Oct,4,Tv Show,Tablet,Japan,74496690,238946317.47955677
10330,Mar,1,Tv Show,Smart Tv,France,71140626,224323306.87544462
10331,Sep,3,Tv Show,Mobile,USA,77497201,222325033.93759525
10332,Apr,2,Series,Mobile,Japan,74584316,231752522.47017452
10333,Mar,1,Tv Show,Tablet,USA,78563442,231120332.34447086
10334,Apr,3,Movie,Tablet,South Korea,70026304,234428512.5583892
10335,Nov,2,Movie,Smart Tv,South Korea,75808182,225166843.57186288
10336,Dec,3,Movie,Tablet,Australia,72987810,220935617.70857632
10337,Apr,3,Tv Show,Smart Tv,France,73280592,236496812.3403107
10338,Oct,3,Tv Show,Mobile,India,71216743,229167037.87416548
10339,Jun,1,Movie,Mobile,Japan,76631597,228883498.30532622
10340,Jan,5,Movie,Mobile,Brazil,73689907,222534885.09068292
10341,Sep,3,Movie,Smart Tv,Germany,78539442,220355833.39640334
10342,Jul,1,Series,Mobile,France,75833657,220762154.45585856
10343,Sep,3,Series,Smart Tv,Australia,74246569,221107364.89061946
10344,Dec,1,Tv Show,Mobile,Japan,73371302,231670558.26519978
10345,Dec,2,Movie,Mobile,Brazil,71004669,233969919.5220528
10346,Feb,1,Tv Show,Mobile,South Korea,75018381,228819214.8640494
10347,Oct,4,Tv Show,Smart Tv,Australia,75918051,225861006.9000224
10348,Jul,5,Series,Tablet,Canada,73345585,227774755.4753198
10349,Feb,5,Tv Show,Mobile,Germany,78162805,239440797.42426932
10350,Aug,2,Tv Show,Smart Tv,USA,75829409,227366536.40679488
10351,Sep,3,Tv Show,Smart Tv,Japan,79875521,228896563.29215303
10352,Feb,3,Tv Show,Mobile,France,75152417,230115458.97563764
10353,Mar,1,Tv Show,Mobile,France,77923389,229163306.4801058
10354,Apr,5,Movie,Smart Tv,Germany,73629425,235677330.6135899
10355,Jun,1,Movie,Smart Tv,Germany,79760779,239230254.94664183
10356,Oct,2,Series,Mobile,UK,77594458,236138833.88581702
10357,Jan,5,Movie,Tablet,Germany,74925374,225462109.2766298
10358,Nov,2,Series,Smart Tv,South Korea,76074714,228761245.80347973
10359,Sep,3,Tv Show,Tablet,Germany,76185294,239340389.65759847
10360,Nov,5,Series,Smart Tv,South Korea,70250766,239153029.02831513
10361,Aug,1,Tv Show,Mobile,USA,79906595,234740743.29244754
10362,May,5,Movie,Smart Tv,Brazil,77690761,223592663.7019601
10363,Feb,5,Tv Show,Tablet,USA,74281520,225603482.85636532
10364,Jul,4,Series,Smart Tv,India,75639671,238895909.90617812
10365,Apr,1,Movie,Tablet,Germany,79953553,239999497.21330985
10366,Sep,3,Movie,Mobile,Canada,79293590,221518146.9712486
10367,Aug,1,Series,Smart Tv,USA,70549836,232312158.20362666
10368,Aug,1,Tv Show,Smart Tv,Japan,77674267,239693142.8602707
10369,Apr,3,Tv Show,Smart Tv,Germany,76576763,223298093.52625832
10370,Aug,5,Movie,Tablet,Canada,71851599,222673814.13816783
10371,Dec,4,Tv Show,Mobile,Brazil,74231429,227858355.53717318
10372,Mar,5,Tv Show,Smart Tv,France,72895039,226310216.1961834
10373,May,4,Series,Tablet,USA,79553389,221109532.07544544
10374,Feb,1,Series,Mobile,Japan,73431737,238531039.25598422
10375,Apr,2,Tv Show,Smart Tv,Canada,74445182,229390072.40902
10376,Sep,5,Series,Smart Tv,Australia,71209774,229992940.6922796
10377,Mar,4,Movie,Tablet,Brazil,79452193,228484997.2255712
10378,Jul,3,Series,Tablet,India,79628181,230672567.41092294
10379,Jul,4,Movie,Tablet,Australia,79209979,237389368.30511758
10380,Nov,2,Movie,Mobile,France,74054139,236241850.80455178
10381,Nov,3,Tv Show,Mobile,India,73933932,238115502.08673042
10382,Jul,5,Movie,Mobile,Australia,79484386,229055699.99699455
10383,Feb,3,Tv Show,Smart Tv,Canada,71560899,239156918.52223325
10384,Dec,2,Series,Smart Tv,Canada,76839968,232366881.670385
10385,Mar,1,Tv Show,Smart Tv,Japan,74835359,226568828.75325784
10386,Nov,3,Series,Smart Tv,India,74783252,235037027.81963485
10387,Feb,3,Movie,Tablet,Canada,73690992,233600891.3628027
10388,Mar,3,Tv Show,Mobile,Japan,79199479,237367602.40158686
10389,Sep,4,Tv Show,Mobile,USA,79509642,225540074.9292152
10390,Jan,1,Series,Mobile,India,78321626,232960122.8488446
10391,Apr,5,Tv Show,Tablet,Brazil,75912044,229985782.41710725
10392,Nov,3,Movie,Tablet,France,77996155,232879549.07774094
10393,Oct,3,Movie,Smart Tv,South Korea,76236891,227770385.28934976
10394,May,1,Movie,Smart Tv,Canada,75816083,226364322.16230348
10395,Jun,2,Tv Show,Mobile,France,70426820,229413200.69702724
10396,Aug,4,Tv Show,Tablet,Australia,71502334,221376950.01086026
10397,Jan,5,Tv Show,Tablet,Germany,75878180,229218099.05240673
10398,Aug,4,Tv Show,Smart Tv,India,76090345,221291939.1846177
10399,Dec,2,Series,Tablet,India,72603629,232652020.87872654
10400,Oct,1,Movie,Mobile,India,70384641,228458187.24286938
10401,Jan,4,Series,Mobile,Japan,73401095,228121912.81806952
10402,Jul,2,Movie,Smart Tv,Brazil,76022390,228758048.4954618
10403,Apr,3,Tv Show,Mobile,India,78884733,238448944.06362408
10404,Jul,1,Movie,Mobile,UK,73016654,231978978.19770584
10405,Nov,5,Movie,Smart Tv,India,76118838,233448589.1667178
10406,Aug,1,Movie,Mobile,Brazil,74438404,224056604.66492853
10407,Jul,2,Tv Show,Smart Tv,India,72751271,233299251.4608298
10408,Feb,4,Series,Smart Tv,Japan,79102786,221040967.58067057
10409,Mar,3,Movie,Smart Tv,South Korea,74260678,230428709.28955105
10410,May,3,Tv Show,Mobile,France,72370282,220640208.42280787
10411,Jul,5,Tv Show,Smart Tv,Australia,70548120,232345025.6579369
10412,Jun,3,Series,Mobile,USA,77687868,227336253.98725888
10413,Dec,2,Movie,Mobile,Brazil,70870671,228085885.632218
10414,Sep,1,Tv Show,Smart Tv,UK,70870443,232867510.51643607
10415,Aug,4,Series,Tablet,Brazil,71279728,223379160.11010918
10416,Jul,2,Tv Show,Mobile,Brazil,78522538,225762355.09749505
10417,Dec,4,Movie,Mobile,Canada,73810014,232171411.81335548
10418,Jul,2,Movie,Mobile,Germany,74132835,227076681.23905623
10419,Oct,3,Movie,Tablet,Japan,78795259,239816366.39234003
10420,Dec,5,Tv Show,Tablet,Japan,78450564,220356986.0495709
10421,Apr,1,Movie,Mobile,South Korea,79250136,225844041.0359164
10422,Jun,3,Series,Smart Tv,Japan,70424526,227603814.78362593
10423,Apr,5,Series,Smart Tv,USA,71691143,234478220.9119659
10424,Jan,2,Movie,Tablet,Germany,79967440,224359018.31483927
10425,Feb,4,Tv Show,Mobile,Germany,76194997,227602755.50063697
10426,Sep,3,Movie,Tablet,India,77569720,228338618.52032843
10427,Mar,2,Movie,Mobile,Brazil,72922491,229552864.20923644
10428,Jul,3,Series,Mobile,France,76113887,229503491.62647992
10429,Nov,2,Series,Smart Tv,Germany,73575045,220666134.3433349
10430,Nov,3,Tv Show,Tablet,South Korea,77970895,232686690.96597597
10431,Sep,2,Movie,Tablet,France,74128003,233311961.9128463
10432,Feb,5,Tv Show,Mobile,France,79354253,225593699.82535666
10433,Jun,2,Series,Smart Tv,South Korea,72400364,223267245.1388574
10434,Mar,2,Tv Show,Tablet,UK,78324063,230305633.42641324
10435,Apr,2,Tv Show,Smart Tv,Brazil,71607755,234603400.82447335
10436,Oct,2,Movie,Mobile,Australia,74442625,228236770.19137612
10437,Apr,1,Series,Smart Tv,Brazil,73032711,221759487.987305
10438,Mar,2,Series,Tablet,Canada,71383719,236187558.25438774
10439,Sep,1,Series,Smart Tv,Japan,70893836,232187542.39983717
10440,Jun,2,Tv Show,Tablet,UK,70891111,232467614.803807
10441,Aug,3,Movie,Mobile,USA,78822938,237335950.29509434
10442,Sep,5,Movie,Smart Tv,Australia,79349643,225363529.59528977
10443,Mar,1,Series,Mobile,South Korea,75255660,224898549.42373168
10444,Dec,1,Tv Show,Tablet,Brazil,75732224,230744105.33645478
10445,Jan,3,Tv Show,Mobile,Australia,75803196,224174251.0695328
10446,Oct,3,Tv Show,Tablet,Australia,71237410,225339798.04912496
10447,Apr,4,Series,Tablet,Japan,71333831,225474916.2844405
10448,Apr,1,Tv Show,Tablet,Germany,73385309,220958819.04794726
10449,Sep,4,Movie,Tablet,USA,79574841,231036444.09208757
10450,Oct,5,Series,Smart Tv,Brazil,71733967,227022202.78559658
10451,Jul,2,Movie,Tablet,South Korea,75228725,229524097.9090643
10452,Sep,2,Movie,Tablet,Germany,79412995,221892088.36653528
10453,Feb,3,Series,Mobile,India,76782724,228590278.3671278
